1.000,41.000,33.000,4.000,13.000,16.000,11.000,19.000,0.290,0.000,0.187,0.098,0.031,0.015,0.038,0.049,0.074,0.057,0.000,0.038,0.000,0.017,0.000,0.000,0.106,0.000,0.000,0.000
1.000,69.000,14.000,3.000,13.000,16.000,9.000,20.000,0.293,0.000,0.266,0.145,0.043,0.000,0.027,0.038,0.029,0.011,0.000,0.016,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.000
1.000,46.000,28.000,3.000,13.000,16.000,9.000,19.000,0.382,0.000,0.196,0.128,0.034,0.000,0.024,0.029,0.041,0.016,0.000,0.018,0.000,0.011,0.000,0.000,0.121,0.000,0.000,0.000
1.000,73.000,23.000,4.000,14.000,17.000,11.000,19.000,0.193,0.000,0.181,0.154,0.029,0.022,0.033,0.062,0.084,0.063,0.000,0.047,0.000,0.020,0.012,0.000,0.100,0.000,0.000,0.000
1.000,36.000,3.000,3.000,13.000,17.000,10.000,19.000,0.340,0.000,0.185,0.144,0.030,0.020,0.029,0.037,0.029,0.025,0.000,0.025,0.000,0.012,0.000,0.000,0.112,0.011,0.000,0.000
1.000,47.000,25.000,3.000,13.000,17.000,10.000,19.000,0.336,0.000,0.188,0.152,0.033,0.015,0.027,0.042,0.037,0.026,0.000,0.020,0.000,0.013,0.000,0.000,0.113,0.000,0.000,0.000
1.000,71.000,16.000,3.000,13.000,17.000,10.000,19.000,0.304,0.000,0.204,0.167,0.037,0.016,0.030,0.046,0.042,0.023,0.000,0.016,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000
0.000,83.000,18.000,3.000,13.000,17.000,10.000,19.000,0.283,0.000,0.230,0.180,0.038,0.016,0.029,0.045,0.037,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000
1.000,63.000,18.000,5.000,14.000,17.000,11.000,19.000,0.128,0.000,0.144,0.135,0.036,0.027,0.043,0.063,0.128,0.091,0.000,0.061,0.011,0.022,0.012,0.000,0.090,0.011,0.000,0.000
1.000,85.000,4.000,3.000,13.000,16.000,10.000,19.000,0.308,0.000,0.235,0.142,0.035,0.016,0.033,0.043,0.038,0.015,0.000,0.016,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000
1.000,50.000,3.000,3.000,13.000,16.000,11.000,19.000,0.337,0.000,0.226,0.112,0.022,0.019,0.032,0.043,0.021,0.025,0.000,0.028,0.000,0.011,0.000,0.000,0.113,0.011,0.000,0.000
0.000,42.000,11.000,3.000,13.000,17.000,10.000,19.000,0.333,0.000,0.206,0.154,0.030,0.018,0.027,0.035,0.024,0.023,0.000,0.019,0.000,0.011,0.000,0.000,0.119,0.000,0.000,0.000
1.000,72.000,26.000,3.000,13.000,17.000,11.000,19.000,0.290,0.000,0.213,0.158,0.032,0.016,0.030,0.055,0.036,0.029,0.000,0.019,0.000,0.012,0.000,0.000,0.110,0.000,0.000,0.000
0.000,58.000,24.000,3.000,13.000,16.000,10.000,19.000,0.346,0.000,0.234,0.132,0.029,0.011,0.027,0.035,0.027,0.018,0.000,0.015,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
1.000,93.000,19.000,3.000,13.000,17.000,10.000,19.000,0.277,0.000,0.217,0.181,0.042,0.015,0.031,0.052,0.048,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.000,0.000
1.000,59.000,18.000,3.000,13.000,17.000,10.000,19.000,0.318,0.000,0.196,0.158,0.035,0.016,0.028,0.044,0.039,0.024,0.000,0.018,0.000,0.011,0.000,0.000,0.114,0.000,0.000,0.000
1.000,59.000,35.000,5.000,14.000,17.000,11.000,20.000,0.095,0.000,0.199,0.142,0.042,0.014,0.040,0.069,0.117,0.093,0.000,0.062,0.000,0.024,0.000,0.000,0.102,0.000,0.000,0.000
1.000,69.000,0.000,3.000,13.000,16.000,11.000,19.000,0.313,0.000,0.239,0.124,0.026,0.019,0.034,0.047,0.025,0.022,0.000,0.024,0.000,0.000,0.000,0.000,0.115,0.010,0.000,0.000
1.000,40.000,28.000,5.000,14.000,17.000,11.000,19.000,0.168,0.000,0.134,0.126,0.033,0.025,0.041,0.061,0.128,0.097,0.000,0.067,0.000,0.026,0.000,0.000,0.092,0.000,0.000,0.000
1.000,44.000,12.000,3.000,13.000,16.000,9.000,19.000,0.380,0.000,0.199,0.127,0.033,0.013,0.027,0.028,0.037,0.015,0.000,0.020,0.000,0.000,0.000,0.000,0.122,0.000,0.000,0.000
1.000,75.000,0.000,4.000,13.000,17.000,11.000,19.000,0.200,0.000,0.189,0.148,0.041,0.026,0.044,0.058,0.080,0.055,0.000,0.032,0.000,0.011,0.000,0.000,0.103,0.013,0.000,0.000
1.000,62.000,10.000,3.000,13.000,17.000,10.000,19.000,0.314,0.000,0.201,0.162,0.035,0.018,0.030,0.044,0.038,0.023,0.000,0.019,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000
1.000,76.000,23.000,3.000,13.000,17.000,11.000,19.000,0.283,0.000,0.216,0.160,0.032,0.016,0.031,0.056,0.036,0.029,0.000,0.018,0.000,0.011,0.000,0.000,0.111,0.000,0.000,0.000
1.000,89.000,23.000,3.000,12.000,16.000,10.000,19.000,0.326,0.000,0.234,0.137,0.048,0.000,0.037,0.043,0.043,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000,0.000
1.000,76.000,11.000,4.000,13.000,17.000,11.000,19.000,0.205,0.000,0.190,0.150,0.042,0.024,0.043,0.059,0.083,0.056,0.000,0.031,0.000,0.012,0.000,0.000,0.104,0.000,0.000,0.000
1.000,64.000,11.000,3.000,13.000,17.000,10.000,19.000,0.312,0.000,0.202,0.163,0.036,0.018,0.030,0.045,0.039,0.023,0.000,0.018,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000
1.000,53.000,11.000,4.000,14.000,17.000,11.000,19.000,0.216,0.000,0.173,0.143,0.025,0.025,0.034,0.056,0.077,0.064,0.000,0.054,0.000,0.021,0.000,0.000,0.099,0.013,0.000,0.000
0.000,57.000,11.000,4.000,13.000,17.000,11.000,19.000,0.226,0.000,0.198,0.145,0.037,0.024,0.040,0.051,0.070,0.056,0.000,0.031,0.000,0.013,0.000,0.000,0.110,0.000,0.000,0.000
0.000,89.000,11.000,3.000,13.000,17.000,11.000,19.000,0.258,0.000,0.246,0.174,0.033,0.019,0.032,0.053,0.029,0.024,0.000,0.012,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000
1.000,93.000,11.000,3.000,13.000,16.000,10.000,19.000,0.299,0.000,0.237,0.146,0.036,0.014,0.032,0.046,0.041,0.015,0.000,0.013,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000
0.000,81.000,11.000,3.000,13.000,16.000,9.000,19.000,0.327,0.000,0.239,0.154,0.039,0.012,0.028,0.031,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.000
1.000,79.000,11.000,3.000,13.000,17.000,10.000,19.000,0.290,0.000,0.210,0.171,0.038,0.018,0.031,0.048,0.043,0.021,0.000,0.014,0.000,0.000,0.000,0.000,0.116,0.000,0.000,0.000
1.000,73.000,24.000,4.000,13.000,17.000,10.000,19.000,0.227,0.000,0.172,0.156,0.047,0.018,0.038,0.052,0.093,0.052,0.000,0.025,0.000,0.012,0.000,0.000,0.107,0.000,0.000,0.000
1.000,46.000,23.000,3.000,13.000,17.000,10.000,19.000,0.337,0.000,0.188,0.151,0.032,0.015,0.027,0.041,0.036,0.026,0.000,0.021,0.000,0.013,0.000,0.000,0.113,0.000,0.000,0.000
1.000,74.000,18.000,4.000,13.000,17.000,11.000,19.000,0.211,0.000,0.187,0.149,0.042,0.022,0.041,0.060,0.084,0.057,0.000,0.030,0.000,0.013,0.000,0.000,0.104,0.000,0.000,0.000
1.000,34.000,18.000,3.000,13.000,17.000,10.000,19.000,0.352,0.000,0.183,0.144,0.030,0.017,0.027,0.038,0.032,0.027,0.000,0.024,0.000,0.014,0.000,0.000,0.112,0.000,0.000,0.000
0.000,66.000,3.000,4.000,14.000,17.000,11.000,19.000,0.190,0.000,0.200,0.155,0.025,0.027,0.035,0.054,0.070,0.060,0.000,0.047,0.000,0.018,0.000,0.000,0.106,0.013,0.000,0.000
0.000,71.000,33.000,3.000,13.000,16.000,10.000,19.000,0.334,0.000,0.241,0.140,0.032,0.000,0.026,0.039,0.032,0.018,0.000,0.011,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.000
1.000,57.000,16.000,3.000,13.000,17.000,10.000,19.000,0.320,0.000,0.195,0.157,0.034,0.017,0.029,0.043,0.038,0.024,0.000,0.019,0.000,0.011,0.000,0.000,0.114,0.000,0.000,0.000
0.000,81.000,14.000,3.000,13.000,16.000,10.000,19.000,0.311,0.000,0.248,0.144,0.033,0.013,0.030,0.039,0.030,0.015,0.000,0.011,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.000
0.000,78.000,23.000,3.000,13.000,16.000,10.000,19.000,0.318,0.000,0.245,0.143,0.032,0.011,0.028,0.039,0.032,0.016,0.000,0.011,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.000
1.000,82.000,33.000,3.000,13.000,17.000,10.000,19.000,0.294,0.000,0.206,0.173,0.040,0.012,0.028,0.050,0.048,0.023,0.000,0.011,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000
0.000,70.000,23.000,3.000,13.000,17.000,10.000,19.000,0.301,0.000,0.220,0.171,0.036,0.015,0.027,0.043,0.034,0.021,0.000,0.011,0.000,0.000,0.000,0.000,0.122,0.000,0.000,0.000
1.000,82.000,16.000,3.000,13.000,17.000,10.000,19.000,0.288,0.000,0.210,0.173,0.039,0.016,0.030,0.049,0.044,0.021,0.000,0.013,0.000,0.000,0.000,0.000,0.116,0.000,0.000,0.000
1.000,73.000,23.000,3.000,13.000,16.000,10.000,19.000,0.332,0.000,0.225,0.135,0.033,0.011,0.029,0.043,0.039,0.018,0.000,0.016,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000
0.000,88.000,23.000,3.000,13.000,17.000,10.000,19.000,0.278,0.000,0.231,0.182,0.039,0.014,0.028,0.047,0.039,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000
0.000,91.000,3.000,3.000,13.000,17.000,11.000,19.000,0.252,0.000,0.249,0.175,0.033,0.021,0.034,0.053,0.027,0.023,0.000,0.012,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000
0.000,88.000,16.000,3.000,13.000,17.000,10.000,19.000,0.275,0.000,0.232,0.182,0.039,0.016,0.029,0.046,0.037,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000
1.000,58.000,31.000,5.000,14.000,17.000,11.000,19.000,0.143,0.000,0.141,0.135,0.036,0.024,0.041,0.064,0.132,0.095,0.000,0.061,0.000,0.024,0.012,0.000,0.092,0.000,0.000,0.000
0.000,89.000,28.000,3.000,13.000,16.000,10.000,19.000,0.310,0.000,0.253,0.151,0.035,0.000,0.028,0.043,0.036,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.128,0.000,0.000,0.000
1.000,84.000,28.000,3.000,13.000,16.000,10.000,19.000,0.321,0.000,0.231,0.143,0.035,0.000,0.029,0.046,0.043,0.018,0.000,0.013,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000
